0.015498521,0.00179675
0.013900072,0.001294922
0.014733777,0.001632892
0.014346928,0.001603361
0.014132754,0.001195973
0.014570934,0.001392641
0.01563644,0.001810853
0.014159211,0.001400172
0.01667099,0.001816335
0.014022587,0.001480649
0.014325843,0.001184977
0.015668602,0.001822079
0.014216473,0.001569889
0.016342166,0.001593628
0.016071075,0.001596652
0.016954875,0.001673314
0.015226836,0.001751817
0.014131326,0.001544862
0.014752268,0.001677812
0.014874601,0.001700421
0.015867157,0.001713794
0.016548484,0.001672089
0.014870591,0.001680043
0.014981932,0.001446034
0.014020045,0.001506017
0.01451585,0.001318158
0.014017575,0.001490129
0.014788026,0.001670161
0.016015128,0.001873121
0.014098473,0.001453503
0.016776642,0.001684502
0.013981552,0.00136576
0.01428016,0.001539242
0.014096576,0.001451925
0.015485588,0.001795572
0.014816188,0.001654053
0.014372051,0.001430282
0.01425643,0.001459301
0.014455289,0.001569675
0.015084396,0.001661984
0.018452083,0.001907823
0.01503933,0.001442986
0.013906645,0.001326609
0.01506717,0.001681258
0.014748667,0.001686421
0.015211256,0.001448021
0.014625,0.001661932
0.01559236,0.000958789
0.013929483,0.001393894
0.014047644,0.001459602
0.014295292,0.001590312
0.014280352,0.001500184
0.016019209,0.001799826
0.013948652,0.001436879
0.014443403,0.001295675
0.016450592,0.001821621
0.015794156,0.001843992
0.016300148,0.001882823
0.014056934,0.001512419
0.014444235,0.001531042
0.014043108,0.001269789
0.015112197,0.001695245
0.014982663,0.001708035
0.015956788,0.001796856
0.016178238,0.001806838
0.018437214,0.001871554
0.017238266,0.001902672
0.013914229,0.00137198
0.017106248,0.00171499
0.014171363,0.001552107
0.016083488,0.001876301
0.014022421,0.001345613
0.017372486,0.001914076
0.015561425,0.001548344
0.016774312,0.001771022
0.014818633,0.001053299
0.014063874,0.001510476
0.014428974,0.001606057
0.01463982,0.001065679
0.014866147,0.001360267
0.01430711,0.001175513
0.014067823,0.001495586
0.014382461,0.001611724
0.016237553,0.001510481
0.015445479,0.001473977
0.014825698,0.001683338
0.014824692,0.001673722
0.015298875,0.001466707
0.014107314,0.001500602
0.013897174,0.001337671
0.015229992,0.001519023
0.013927443,0.001460892
0.015654401,0.001804968
0.014421388,0.001284676
0.015279422,0.001766378
0.014351879,0.001600076
0.01509556,0.001168994
0.013966541,0.001433098
0.016405688,0.001692942
0.014434723,0.001519495
0.014070595,0.001453646
0.016663316,0.00179912
0.014441771,0.001612552
0.016329523,0.00175477
0.014286336,0.001578855
0.014564905,0.001412678
0.013891931,0.001305839
0.016329103,0.001901563
0.014718797,0.001669969
0.014997835,0.001713144
0.014440515,0.001592563
0.014525606,0.001549414
0.015227919,0.001765293
0.013980927,0.001243813
0.016116172,0.001809236
0.015168569,0.001541283
0.015426814,0.000949904
0.014328387,0.001253325
0.014374774,0.001553505
0.014060579,0.001438389
0.013873869,0.001383271
0.017491932,0.001799097
0.014814792,0.001540159
0.016858875,0.001710576
0.015495395,0.00142393
0.015002044,0.001478682
0.015345574,0.001697555
0.016651386,0.001879305
0.013871264,0.001421272
0.015632175,0.001441547
0.016621917,0.001713241
0.015807744,0.001629658
0.014799002,0.001440218
